code_site,libelle_site,code_station,libelle_station,type_station,coordonnee_x_station,coordonnee_y_station,code_projection,longitude_station,latitude_station,influence_locale_station,commentaire_station,altitude_ref_alti_station,code_systeme_alti_site,code_commune_station,libelle_commune,code_departement,code_region,libelle_region,code_cours_eau,libelle_cours_eau,uri_cours_eau,descriptif_station,date_maj_station,date_ouverture_station,date_fermeture_station,commentaire_influence_locale_station,code_regime_station,qualification_donnees_station,code_finalite_station,type_contexte_loi_stat_station,type_loi_station,date_debut_ref_alti_station,date_activation_ref_alti_station,date_maj_ref_alti_station,libelle_departement,en_service,geometry.type,geometry.crs.type,geometry.crs.properties.name,geometry.coordinates1,geometry.coordinates2
M0310001,La Commeauche à Maison-Maugis,M031000101,La Commeauche à Maison-Maugis - Les Planches,LIMNI,530314.0,6819483.0,26,0.704805457,48.453422437,0.0,"Station installée début 2018 dans le but d'améliorer les prévisions de crues sur le secteur de Rémalard. L'écoulement étant sous influence d'ouvrages, la relation hauteur débit n'est pas univoque, sauf, peut-être en très hautes eaux. Pour cette raison, les débits ne sont pas publics. Travail en cours de fiabilisation de la partie haute de la courbe de tarage s'appuyant sur jaugeages et extrapolation.",128314.0,3.0,61245,MAISON-MAUGIS,61,28,NORMANDIE,M0314000,la Commeauche,http://id.eaufrance.fr/CEA/M0314000,,2021-07-09T00:00:00Z,2018-01-01T00:00:00Z,,"ancien canal de travail en eau, parallèle à la station et piloté par un jeu de vannes manuelles.",1,16,2.0,,,2017-05-11T00:00:00Z,2017-06-16T00:00:00Z,2018-02-28T00:00:00Z,ORNE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,0.704805457150818,48.4534224372529
M0321510,L'Huisne à Bellou-sur-Huisne et à Rémalard,M032151001,L'Huisne à Rémalard,LIMNI,535029.0,6816349.0,26,0.769743726,48.426454834,2.0,,119818.0,1.0,61345,REMALARD EN PERCHE,61,28,NORMANDIE,M0--0150,l'Huisne,http://id.eaufrance.fr/CEA/M0--0150,,2021-10-07T00:00:00Z,1984-01-01T00:00:00Z,,,1,16,,1.0,0.0,1984-01-01T00:00:00Z,2017-12-18T00:00:00Z,2021-09-24T00:00:00Z,ORNE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,0.769743726212971,48.4264548339511
M0321511,L'Huisne à Dorceau,M032151101,L'Huisne à Dorceau,LIMNI,537390.0,6815595.0,26,0.801929347,48.4202697,1.0,"Station Hydrométrique composée d'une centrale d'acquisition, d'un capteur de tirant d'air (radar) et échelle limnimétrique situés en amont RD du pont de Dorceau.",117567.0,3.0,61147,DORCEAU,61,28,NORMANDIE,M0--0150,l'Huisne,http://id.eaufrance.fr/CEA/M0--0150,,2021-10-15T00:00:00Z,2012-12-12T00:00:00Z,,Végétation en étiage,1,20,2.0,1.0,2.0,2012-12-12T00:00:00Z,2021-10-08T00:00:00Z,2021-10-15T00:00:00Z,ORNE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,0.801929346801391,48.4202697002026
M0330001,La Corbionne à Bretoncelles,M033000101,"La Corbionne à Bretoncelles - lieu dit ""le carrefour""",LIMNI,542452.0,6813625.0,26,0.871038719,48.403800808,1.0,"Station Hydrométrique composée d'une centrale d'acquisition, d'un capteur de tirant d'air (radar) et échelle limnimétrique situés en amont RG du pont de la D287.",119830.0,3.0,61061,BRETONCELLES,61,28,NORMANDIE,M0334000,la Corbionne,http://id.eaufrance.fr/CEA/M0334000,Station pour étude des débits entrant dans le barrage de Margon (28),2021-10-15T00:00:00Z,2013-01-17T00:00:00Z,,,1,16,2.0,1.0,0.0,2013-01-17T00:00:00Z,2017-12-15T00:00:00Z,2020-07-16T00:00:00Z,ORNE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,0.871038718969782,48.403800808463
M0384010,La Même à Saint-Germain-de-la-Coudre et à Souvigné-sur-Même,M038401010,La Même à Saint-Germain-de-la-Coudre - La Sansaudière,LIMNI,523785.0,6796538.0,26,0.62587433,48.245341168,1.0,station située en amont de la confluence avec le Moire. station remplacée par la Même à Souvigné (les pressoirs),,,61394,SAINT-GERMAIN-DE-LA-COUDRE,61,28,NORMANDIE,M0384000,la Même,http://id.eaufrance.fr/CEA/M0384000,,2021-01-19T00:00:00Z,1968-08-01T00:00:00Z,1980-10-01T00:00:00Z,,1,20,12.0,1.0,2.0,,,,ORNE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,0.625874329912604,48.2453411680062
M3034010,La Gourbe à Saint-Ouen-le-Brisoult [Les Hayes],M303401001,La Gourbe à Saint-Ouen-le-Brisoult [Les Hayes],LIMNI,452832.0,6830379.0,26,-0.348414582,48.526478079,1.0,,,,61439,SAINT-OUEN-LE-BRISOULT,61,28,NORMANDIE,M3034000,la Gourbe,http://id.eaufrance.fr/CEA/M3034000,,2023-10-05T00:00:00Z,1971-10-01T00:00:00Z,1977-09-01T00:00:00Z,,1,20,12.0,1.0,2.0,,,,ORNE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.348414581624947,48.5264780791811
M3040910,La Mayenne à Couterne,M304091001,La Mayenne à Couterne,LIMNI,447669.0,6828523.0,26,-0.417184501,48.507808066,1.0,Cette station a été gérée par le Service de Bassin Loire-Bretagne jusqu'au 15/09/2000.,119000.0,3.0,61135,COUTERNE,61,28,NORMANDIE,M---0090,la Mayenne,http://id.eaufrance.fr/CEA/M---0090,,2023-10-05T00:00:00Z,1968-01-01T00:00:00Z,2001-01-01T00:00:00Z,,1,20,12.0,1.0,2.0,1968-01-01T00:00:00Z,2013-11-18T00:00:00Z,2023-10-05T00:00:00Z,ORNE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.417184500981804,48.5078080664322
M3103010,La Varenne à Domfront,M310301001,La Varenne à Domfront,LIMNI,430017.0,6838203.0,26,-0.661980418,48.587682296,3.0,,,,61145,DOMFRONT EN POIRAIE,61,28,NORMANDIE,M31-0300,la Varenne,http://id.eaufrance.fr/CEA/M31-0300,,2023-04-11T00:00:00Z,1980-10-01T00:00:00Z,,,1,20,12.0,1.0,2.0,,,,ORNE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.661980417721634,48.5876822955816
M3103030,La Varenne au Châtellier [La Fonte],M310303001,La Varenne au Châtellier [La Fonte],LIMNI,438020.0,6848973.0,26,-0.560160672,48.687747132,,,,,61102,CHATELLIER,61,28,NORMANDIE,M31-0300,la Varenne,http://id.eaufrance.fr/CEA/M31-0300,,2020-12-29T00:00:00Z,1999-10-04T00:00:00Z,2019-06-25T00:00:00Z,,1,16,7.0,1.0,2.0,,,,ORNE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.560160672421102,48.687747132452
M3133010,La Varenne à Saint-Fraimbault [Moulin Crinais],M313301010,La Varenne à Saint-Fraimbault [Moulin Crinais],LIMNI,428554.0,6828213.0,26,-0.675492866,48.497301869,1.0,Cette station a été gérée par le Service de Bassin Loire-Bretagne jusqu'au 15/09/2000.,107600.0,3.0,61387,SAINT-FRAIMBAULT,61,28,NORMANDIE,M31-0300,la Varenne,http://id.eaufrance.fr/CEA/M31-0300,,2023-04-13T00:00:00Z,1991-06-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1991-06-01T00:00:00Z,2013-11-18T00:00:00Z,2019-02-12T00:00:00Z,ORNE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,-0.675492866230699,48.4973018687688
H2240001,La Thève à Asnières-sur-Oise [Partielle],H224000101,La Thève à Asnières-sur-Oise [Partielle] - Baillon,LIMNI,656419.0,6894788.0,26,2.402655312,49.151382726,,,,,95026,ASNIERES-SUR-OISE,95,11,ILE-DE-FRANCE,H22-0500,La Theve,http://id.eaufrance.fr/CEA/H22-0500,,2022-01-05T00:00:00Z,1975-02-01T00:00:00Z,1985-01-01T00:00:00Z,,1,16,,,,,,,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.40265531157216,49.151382726304
H2240002,[Le ru de Baillon] à Asnières-sur-Oise,H224000201,[Le ru de Baillon] à Asnières-sur-Oise,LIMNI,656302.0,6894529.0,26,2.401078634,49.149046232,,,32000.0,2.0,95026,ASNIERES-SUR-OISE,95,11,ILE-DE-FRANCE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2022-01-05T00:00:00Z,1975-02-01T00:00:00Z,1985-01-01T00:00:00Z,,1,16,,1.0,0.0,1975-02-01T00:00:00Z,2021-08-05T00:00:00Z,2021-12-29T00:00:00Z,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.40107863368569,49.1490462316724
H2240003,La Thève à Asnières-sur-Oise [Totale],H224000301,La Thève à Asnières-sur-Oise [Totale],LIMNI,656419.0,6894788.0,26,2.402655312,49.151382726,,,,,95026,ASNIERES-SUR-OISE,95,11,ILE-DE-FRANCE,H2240701,La Thève,http://id.eaufrance.fr/CEA/H2240701,,2021-12-23T00:00:00Z,1975-02-01T00:00:00Z,1985-01-01T00:00:00Z,,1,16,,,,,,,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.40265531157216,49.151382726304
H2240004,L'Ysieux à Luzarches,H224000401,L'Ysieux à Luzarches - Brassay,LIMNI,659433.0,6890636.0,26,2.444365854,49.114251496,,,,,95352,LUZARCHES,95,11,ILE-DE-FRANCE,H2246000,L'Ysieux,http://id.eaufrance.fr/CEA/H2246000,,2022-01-05T00:00:00Z,1976-01-01T00:00:00Z,1985-01-01T00:00:00Z,,1,16,,1.0,0.0,,,,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.44436585368193,49.1142514958493
H2240005,L'Ysieux à Luzarches et à Viarmes,H224000501,L'Ysieux à Luzarches - Bertinval,LIMNI,657363.0,6892722.0,26,2.415803309,49.132871793,1.0,Station créée le 11 juin 2001 en vue de remplacer celle de Giez à cause de difficultés d'accès (clôture).,35620.0,3.0,95352,LUZARCHES,95,11,ILE-DE-FRANCE,H2246000,L'Ysieux,http://id.eaufrance.fr/CEA/H2246000,,2023-06-01T00:00:00Z,2001-06-11T00:00:00Z,,,1,20,12.0,1.0,2.0,2004-08-08T00:00:00Z,2013-11-18T00:00:00Z,2021-12-02T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.4158033093053,49.1328717928035
H2240005,L'Ysieux à Luzarches et à Viarmes,H224000502,L'Ysieux à Viarmes - Moulin de Giez,LIMNI,656226.0,6893134.0,26,2.400182259,49.136499276,2.0,,34.833,3.0,95652,VIARMES,95,11,ILE-DE-FRANCE,H2246000,L'Ysieux,http://id.eaufrance.fr/CEA/H2246000,,2022-01-05T00:00:00Z,1968-06-01T00:00:00Z,2004-11-08T00:00:00Z,,1,16,0.0,1.0,0.0,1968-06-01T00:00:00Z,2020-06-04T00:00:00Z,2021-08-10T00:00:00Z,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.40018225915197,49.1364992760857
H2240008,L'Ysieux à Lassy,H224000801,L'Ysieux à Lassy,LIMNI,659592.490738,6888922.561686,26,2.446714719,49.098856257,,Station mesurée par la SRAE à partir de 1968. Pas de donnée numérisée sur cette station. Des archives papier existant dans les locaux de la DRIEAT. La date de fermeture de la station n'est pas connue précisément. Il y a des valeurs jusqu'en octobre 1985.,,,95331,LASSY,95,11,ILE-DE-FRANCE,H2246000,L'Ysieux,http://id.eaufrance.fr/CEA/H2246000,,2023-11-15T00:00:00Z,1968-03-22T00:00:00Z,1986-01-01T00:00:00Z,,1,16,0.0,,,,,,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.44671471864184,49.0988562573294
H2250003,L'Oise à Persan,H225000301,L'Oise à Persan,LIMNI,647840.3974117,6894239.4945878,26,2.285146315,49.145810587,,"Station créée afin de remplacer la station de prévision des crues située à l'amont immédiat du barrage de l'Isle-Adam : ce nouveau site est plus sensible aux faibles crues (bien plus amont du même bief), facile d'accès pour faciliter la maintenance et visible du public.",22524.0,3.0,95487,PERSAN,95,11,ILE-DE-FRANCE,H---0100,L'Oise,http://id.eaufrance.fr/CEA/H---0100,,2023-01-31T00:00:00Z,2022-07-27T00:00:00Z,,"soumise à l'influence du barrage de l'Isle-Adam à environ 7km à l'aval pour basses, moyennes eaux et petites crues.",1,16,2.0,,,2022-07-27T00:00:00Z,2022-07-28T00:00:00Z,2022-12-09T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.28514631521074,49.1458105872087
H2260001,L'Oise à l'Isle-Adam,H226000101,L'Oise à l'Isle-Adam - Barrage (amont),LIMNI,642566.0,6891502.0,26,2.213238429,49.120748375,3.0,"La date de mise en service correspond à la date d'installation de l'échelle. Station de référence pour les crues, cf vigicrues. Cotes mesurées en amont  (et à proximité) du barrage-écluse.",20420.0,3.0,95313,ISLE-ADAM,95,11,ILE-DE-FRANCE,H---0100,L'Oise,http://id.eaufrance.fr/CEA/H---0100,,2022-01-17T00:00:00Z,1904-01-01T00:00:00Z,,"Forte influence sur les hauteurs du barrage-écluse de l'Isle-Adam.  En forte crue, influence non négligeable des crues de la Seine sur les hauteurs.  Pour toutes ces raisons, pas de publication de débit donc de qualité basses/moyennes/hautes eaux pour la station bien que les hauteurs soient de bonne qualité.",1,16,23.0,1.0,0.0,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,2020-03-07T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.21323842930564,49.1207483746215
H2260001,L'Oise à l'Isle-Adam,H226000102,L'Oise à l'Isle-Adam - Barrage (aval) [VNF],LIMNI,642557.0,6891113.0,26,2.213168248,49.117250249,,DTBS - USN -ISle Adam aval,441.0,3.0,95313,ISLE-ADAM,95,11,ILE-DE-FRANCE,H---0100,L'Oise,http://id.eaufrance.fr/CEA/H---0100,,2024-05-15T00:00:00Z,1900-01-01T00:00:00Z,,,1,16,3.0,1.0,0.0,2019-03-11T00:00:00Z,2024-05-15T00:00:00Z,2024-05-15T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.21316824772445,49.1172502485646
H2260001,L'Oise à l'Isle-Adam,H226000103,L'Oise à l'Isle-Adam - Isle-Adam Amont [VNF],LIMNI,642597.0248071,6891529.6003004,26,2.213659631,49.120999294,,Isle Adam Amont.,19.33,3.0,95313,ISLE-ADAM,95,11,ILE-DE-FRANCE,H---0100,L'Oise,http://id.eaufrance.fr/CEA/H---0100,,2024-05-15T00:00:00Z,2019-03-11T00:00:00Z,,,1,16,3.0,,,2019-03-11T00:00:00Z,2023-12-06T00:00:00Z,2024-05-15T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.2136596305729,49.1209992942828
H2260002,Le Sausseron à Nesles-la-Vallée,H226000201,Le Sausseron à Nesles-la-Vallée,LIMNI,639499.0,6892127.0,26,2.171138168,49.126085324,1.0,,36000.0,2.0,95446,NESLES-LA-VALLEE,95,11,ILE-DE-FRANCE,H2269000,Le Sausseron,http://id.eaufrance.fr/CEA/H2269000,,2021-12-02T00:00:00Z,1968-12-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1968-12-01T00:00:00Z,2013-11-18T00:00:00Z,2020-06-04T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.17113816788449,49.1260853236403
H2270001,L'Oise à Pontoise,H227000101,L'Oise à Pontoise - Barrage (amont),LIMNI,633899.0,6882976.0,26,2.095860209,49.04325848,,,,,95500,PONTOISE,95,11,ILE-DE-FRANCE,H---0100,L'Oise,http://id.eaufrance.fr/CEA/H---0100,,2020-06-26T00:00:00Z,,,,1,16,,1.0,0.0,,,,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.09586020908718,49.0432584804865
H2270001,L'Oise à Pontoise,H227000102,L'Oise à Pontoise - Barrage (aval),LIMNI,633892.7954782,6881959.3013044,26,2.095934564,49.034116605,3.0,La date de mise en service correspond à la date d'installation de l'échelle.  Station de référence Vigicrues.,2039.0,3.0,95500,PONTOISE,95,11,ILE-DE-FRANCE,H---0100,L'Oise,http://id.eaufrance.fr/CEA/H---0100,,2022-07-01T00:00:00Z,1876-01-01T00:00:00Z,,"Forte influence de la Seine (lorsqu'elle est en crue) sur les hauteurs. Influence également des ouvrages de navigation aval (Andrésy sur la Seine) et amont (via leurs manoeuvres).  En raison de l'influence de la Seine, influence des Lacs réservoirs qui écrêtent les crues de la Seine sur l'Yonne (Pannecière depuis 1949), la Seine (lac Seine depuis 1966 ), la Marne (lac du Der depuis 1974), l'Aube (lac Aube depuis 1990).  Pas de débit publié en raison de ces influences donc pas non plus de qualification de la station pour les débits. La mesure de hauteurs est de bonne qualité.",1,16,2.0,1.0,0.0,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,2017-03-01T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.09593456362578,49.0341166045144
H2270003,Le ru de Liesse à Saint-Ouen-l'Aumône,H227000301,Le ru de Liesse à Saint-Ouen-l'Aumône - Débit de liesse,DEB,636624.4685123,6881990.9789174,26,2.133284414,49.034676831,,Débit régulé par la vanne du bassin Blanche de castille. Maximum 4.5m3/s,,,95572,SAINT-OUEN-L'AUMONE,95,11,ILE-DE-FRANCE,,,,,2022-09-27T00:00:00Z,2019-01-16T00:00:00Z,,,1,16,3.0,,,,,,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.13328441424849,49.0346768310918
H2280003,La Viosne à Pontoise,H228000301,La Viosne à Pontoise - Bassin des Patis,LIMNI,632865.3205301,6884108.934325,26,2.081542405,49.053337435,,,,,95500,PONTOISE,95,11,ILE-DE-FRANCE,,,,,2022-09-12T00:00:00Z,2019-01-21T00:00:00Z,,Niveau régulé par le Bassin des Patis,1,16,3.0,,,,,,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.08154240521825,49.0533374351049
H2280004,La Viosne à Ableiges,H228000401,La Viosne à Ableiges - SRAE,LIMNI,625898.0396055,6888077.4977939,26,1.985536775,49.088251013,,,,,95002,ABLEIGES,95,11,ILE-DE-FRANCE,H2280600,La Viosne,http://id.eaufrance.fr/CEA/H2280600,,2024-04-04T00:00:00Z,1983-05-11T00:00:00Z,2001-05-10T00:00:00Z,,1,16,457.0,,,,,,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,1.98553677513413,49.088251012868
H2280004,La Viosne à Ableiges,H228000402,La Viosne à Ableiges,LIMNI,625898.0396055,6888077.4977939,26,1.985536775,49.088251013,,Station à l'amont du pont,,,95002,ABLEIGES,95,11,ILE-DE-FRANCE,H2280600,La Viosne,http://id.eaufrance.fr/CEA/H2280600,,2024-05-06T00:00:00Z,2023-11-07T00:00:00Z,,,1,16,126.0,,,,,,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,1.98553677513413,49.088251012868
H2290001,L'Oise à Jouy-le-Moutier,H229000101,L'Oise à Jouy-le-Moutier,LIMNI,630280.0,6880372.0,26,2.046793594,49.019462876,2.0,,19.975,3.0,95323,JOUY-LE-MOUTIER,95,11,ILE-DE-FRANCE,H---0100,L'Oise,http://id.eaufrance.fr/CEA/H---0100,,2021-12-24T00:00:00Z,2000-01-01T00:00:00Z,2004-06-01T00:00:00Z,,1,16,0.0,1.0,0.0,2000-01-01T00:00:00Z,2020-06-04T00:00:00Z,2020-06-04T00:00:00Z,VAL-D'OISE,False,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,2.04679359442897,49.0194628759203
H3170610,L'Aubette à Ambleville,H317061010,L'Aubette à Ambleville,LIMNI,604396.0,6895363.0,26,1.68956453,49.150901899,1.0,,35460.0,3.0,95011,AMBLEVILLE,95,11,ILE-DE-FRANCE,H3170600,L'Aubette,http://id.eaufrance.fr/CEA/H3170600,,2023-05-25T00:00:00Z,1971-09-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1971-09-01T00:00:00Z,2013-11-18T00:00:00Z,2013-11-18T00:00:00Z,VAL-D'OISE,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,1.68956452984031,49.1509018990085
D0137010,L'Helpe Mineure à Étrœungt,D013701001,L'Helpe Mineure à Étrœungt,LIMNI,766583.1505723,6996230.3556911,26,3.928957894,50.060929215,1.0,,149800.0,3.0,59218,ETRŒUNGT,59,32,HAUTS-DE-FRANCE,D0130700,Helpe Mineure,http://id.eaufrance.fr/CEA/D0130700,,2024-04-19T00:00:00Z,1963-01-01T00:00:00Z,,,1,12,12.0,1.0,2.0,1963-03-01T00:00:00Z,2013-11-18T00:00:00Z,2019-05-17T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.92895789377396,50.0609292145707
D0137020,L'Helpe Mineure à Maroilles,D013702001,L'Helpe Mineure à Maroilles,LIMNI,754214.0987455,7004021.0947685,26,3.757441177,50.13207979,2.0,,131089.0,3.0,59384,MAROILLES,59,32,HAUTS-DE-FRANCE,D0130700,Helpe Mineure,http://id.eaufrance.fr/CEA/D0130700,,2024-05-28T00:00:00Z,1962-09-01T00:00:00Z,,Barrage en amont. Trés forte végétation l'été.,1,12,12.0,1.0,2.0,1995-07-04T00:00:00Z,2013-11-18T00:00:00Z,2019-05-17T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.75744117691377,50.1320797896775
D0137050,L'Helpe Mineure à Fourmies,D013705001,L'Helpe Mineure à Fourmies,LIMNI,773549.9063602,6991522.0115116,26,4.025293675,50.017869586,1.0,,173000.0,3.0,59249,FOURMIES,59,32,HAUTS-DE-FRANCE,D0130700,Helpe Mineure,http://id.eaufrance.fr/CEA/D0130700,,2022-03-22T00:00:00Z,1991-01-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1991-01-01T00:00:00Z,2013-11-18T00:00:00Z,2020-12-03T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.02529367512675,50.0178695856795
D0156510,L'Helpe Majeure à Liessies,D015651001,L'Helpe Majeure à Liessies,LIMNI,777232.0,7002862.0,26,4.078775783,50.119267626,1.0,,160400.0,3.0,59347,LIESSIES,59,32,HAUTS-DE-FRANCE,D0150650,Helpe Majeure,http://id.eaufrance.fr/CEA/D0150650,,2020-12-04T00:00:00Z,1962-01-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1962-01-01T00:00:00Z,2013-11-18T00:00:00Z,2020-12-04T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.07877578312032,50.1192676263394
D0156520,L'Helpe Majeure à Taisnières-en-Thiérache,D015652001,L'Helpe Majeure à Taisnières-en-Thiérache,LIMNI,758429.0,7005904.0,26,3.816596803,50.148611018,1.0,Travaux dans le cours d'eau à la station (effondrement des berges) à partir d'août 2011.,130820.0,3.0,59583,TAISNIERES-EN-THIERACHE,59,32,HAUTS-DE-FRANCE,D0150650,Helpe Majeure,http://id.eaufrance.fr/CEA/D0150650,,2024-05-28T00:00:00Z,1961-11-01T00:00:00Z,,,1,20,12.0,1.0,2.0,1962-01-01T00:00:00Z,2013-11-18T00:00:00Z,2019-05-17T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.81659680317598,50.1486110180102
D0156560,L'Helpe Majeure à Flaumont-Waudrechies,D015656001,L'Helpe Majeure à Flaumont-Waudrechies,LIMNI,768681.0,7003256.0,26,3.959414853,50.123796793,2.0,Nouvelle station pour la connaissance des débits à l'aval de l'Helpe Majeure.,147728.0,3.0,59233,FLAUMONT-WAUDRECHIES,59,32,HAUTS-DE-FRANCE,D0150650,Helpe Majeure,http://id.eaufrance.fr/CEA/D0150650,,2020-06-26T00:00:00Z,2007-01-01T00:00:00Z,,Débits influencés par le barrage du Val Joly.,1,20,12.0,1.0,2.0,2007-01-01T00:00:00Z,2013-11-18T00:00:00Z,2013-11-18T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.95941485287401,50.1237967933045
D0156580,[Helpe Majeure] à Eppe-Sauvage,D015658001,[Helpe Majeure] à Eppe-Sauvage,LIMNI,779582.0,7003000.0,26,4.111623421,50.120214133,2.0,,,,59198,EPPE-SAUVAGE,59,32,HAUTS-DE-FRANCE,00000000,,http://id.eaufrance.fr/CEA/00000000,,2021-03-09T00:00:00Z,2013-01-01T00:00:00Z,,,1,16,0.0,1.0,0.0,,,,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.11162342080441,50.1202141331265
D0158500,La Tarsy à Monceau-Saint-Waast [La Brasserie],D015850001,La Tarsy à Monceau-Saint-Waast [La Brasserie],LIMNI,761056.6071417,7008765.7577859,26,3.853749551,50.174059161,1.0,,132500.0,3.0,59406,MONCEAU-SAINT-WAAST,59,32,HAUTS-DE-FRANCE,D0150850,Tarsy,http://id.eaufrance.fr/CEA/D0150850,,2022-03-22T00:00:00Z,1994-01-01T00:00:00Z,,,1,20,5.0,1.0,2.0,1994-01-01T00:00:00Z,2013-11-18T00:00:00Z,2019-05-17T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.85374955051161,50.1740591606677
D0158504,L'Helpe Majeure à Moustier-en-Fagne,D015850401,L'Helpe Majeure à Moustier-en-Fagne,DEB,785518.2081084,7000574.6196926,26,4.194017567,50.097656253,0.0,Station hydrométrique de Wallonie. Il s'agit en réalité d'une station limnimétrique avec courbe de tarage. Elle est intégrée comme station débitmétrique car les données proviennent du portail Aqualim (L7950).,181680.0,3.0,59420,MOUSTIER-EN-FAGNE,59,32,HAUTS-DE-FRANCE,D0150650,Helpe Majeure,http://id.eaufrance.fr/CEA/D0150650,,2024-05-16T00:00:00Z,2014-04-15T00:00:00Z,,,1,16,235.0,,,2013-12-31T00:00:00Z,2024-05-15T00:00:00Z,2024-05-16T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.19401756695965,50.0976562531642
D0158505,Le ruisseau de Montbliard à Eppe-Sauvage,D015850501,Le ruisseau de Montbliard à Eppe-Sauvage,DEB,784355.0032551,7002825.8664395,26,4.178248144,50.118028949,,Station hydrométrique de Wallonie. Il s'agit en réalité d'une station limnimétrique avec courbe de tarage. Elle est intégrée comme station débitmétrique car les données proviennent du portail Aqualim (L7940).,178040.0,3.0,59198,EPPE-SAUVAGE,59,32,HAUTS-DE-FRANCE,D0150710,Ruisseau de Montbliard,http://id.eaufrance.fr/CEA/D0150710,,2024-06-20T00:00:00Z,2014-04-15T00:00:00Z,,,1,16,35.0,,,2014-04-15T00:00:00Z,2024-06-20T00:00:00Z,2024-06-20T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,4.17824814426666,50.1180289485167
D0162210,La Sambre canalisée à Berlaimont,D016221001,La Sambre canalisée à Berlaimont,LIMNI,758419.0,7011790.0,26,3.817308485,50.201465601,1.0,,126876.0,3.0,59068,BERLAIMONT,59,32,HAUTS-DE-FRANCE,D0--022-,La Sambre Canalisée,http://id.eaufrance.fr/CEA/D0--022-,,2020-06-26T00:00:00Z,1964-06-01T00:00:00Z,,,1,20,2.0,1.0,2.0,2004-11-17T00:00:00Z,2013-11-18T00:00:00Z,2019-05-17T00:00:00Z,NORD,True,Point,name,urn:ogc:def:crs:OGC:1.3:CRS84,3.81730848498581,50.2014656013526
