station_co,site_name,latitude,longitude,state,rivname,basin_name
015-CDBNG,CHUNCHUNAKATTE,12.50833333,76.2675,KARNATAKA,Cauvery,
032-UBDDIB,Kheronighat,25.84833333,92.88833333,ASSAM,Kopili,
X-MAHABALPUR,MAHABALPUR,25.471,83.51722222,UTTAR PRADESH,Ganga,
016-ugdhyd,Yelli,19.03527778,77.46666667,MAHARASHTRA,Godavari River,
0032-cdbng,Hemavathi Dam,12.8225,76.05583333,KARNATAKA,Hemavathi,
004-NDBHP,Chhidgaon,22.40583333,77.30777778,MADHYA PRADESH,Ganjal Nadi,
015-NDBHP,Tawanagar,22.56333333,77.97611111,MADHYA PRADESH,Tawa River,
018-LGDHYD,Sangam (Kinnerasani),17.6,80.81666667,TELANGANA,Kinnarasani,
044-ERDBWN,SIRIJOLI NALA,19.08333333,83.7375,ODISHA,Nalapanda R,
CD-NEW-06,NEERU NALLAH,33.08333333,75.58333333,JAMMU & KASHMIR,,
012-lydagra,GAISABAD,24.3,79.85,MADHYA PRADESH,Bearma River,
009-MAHGAND,Khanpur,22.53194444,73.14083333,GUJARAT,Mahi,
037-UKDPUNE,Malaprabha Dam,15.82150278,75.09670833,KARNATAKA,Malaprabha River,
013-LYDAGRA,MADLA,24.73333333,80.2,MADHYA PRADESH,Kilkila Nala,
011-cdbmg,HARIHARPURA,13.52222222,75.30333333,KARNATAKA,Tunga River,
016-MGD3VNS,PRATAPGARH,25.93333333,82,UTTAR PRADESH,Sai,
019-NDBHP,Gadarwara,22.92388889,78.79166667,MADHYA PRADESH,Shakkar River,
031-LBDJPG,Champasari,26.73916667,88.42222222,WEST BENGAL,Mahananda,
X-RANGMAHAL,RANGMAHAL,25.53588333,83.21238333,UTTAR PRADESH,Ganga,
DWRIS-07,Chungthang (Lachen Chu) RR,27.60224722,88.61866389,SIKKIM,Teesta,
01 02 17 003,Purna at Lakhpuri,20.845965,77.36059278,MAHARASHTRA,,
011-UYDDEL,Karnal,29.69555556,77.14277778,HARYANA,Yamuna,
035-ERDBWN,Gunupur,19.09222222,83.81277778,ODISHA,Vamsadhara,
X-VINDHYACHAL,VINDHYACHAL DHAM,25.18391667,82.53006667,UTTAR PRADESH,Ganga,
017-NEID2,BAIRABI,24.18611111,92.53194444,ASSAM,Dhaleswari,
015-CDJAPR,Barod,25.38333333,76.33333333,RAJASTHAN,Kali Sindh River,
002neid1,Myntdu Stage-II power house,25.15666667,92.2175,MEGHALAYA,Lubha,
002neid1,Myntdu Stage-II power house,25.15666667,92.2175,MEGHALAYA,Lubha,
024-HGDDDN,Solanu(Raysi),29.69503889,78.05943056,UTTARAKHAND,Banganga R,
012-MGD5PTN,Darauli,26.06666667,84.15,BIHAR,Ghaghara,
45-HGDDDN,RISHIKESH U/S,30.12638889,78.32944444,UTTARAKHAND,Ganga,
001-LKDHYD,Almatti Dam,16.33333333,75.88333333,KARNATAKA,Krishna River,
028-CDJAPR,Nonera,26.08333333,76.61666667,RAJASTHAN,Banas,
0022-cdjaipur,Bisalpur Dam,25.92444444,75.45555556,RAJASTHAN,Banas,
011-LBDJPG,Majitar,27.10722222,88.32222222,WEST BENGAL,Rangit,
024-MGD3VNS,JHOKU,24.42777778,82.20694444,MADHYA PRADESH,Gopad River,
024MAHGAND,Ratanpur,22.97527778,72.88388889,GUJARAT,Watrak,
031-DDAsl,Lalgarh,22.58333333,87.08333333,WEST BENGAL,Kasai N,
011-LYDAGRA,GARRAULI,25.06666667,79.35,MADHYA PRADESH,Sailad Nadi,
034-MGD3VNS,NAURHIA,24.19138889,81.47944444,MADHYA PRADESH,Banas River,
01-10-14-001,BYRNIHAT,26.04034722,91.86588056,MEGHALAYA,Umtru,
052-MGD3VNS,V S Bridge,25.25519167,83.02541389,UTTAR PRADESH,Ganga,
047-SRDCBE,SANARPATTI,10.28555556,78.09611111,TAMILNADU,Santanvardhani N,
047-MGD1LKN,Biskohar,27.37944444,82.55194444,UTTAR PRADESH,,
GYL00B7,LALPUR,26.26666667,79.93333333,UTTAR PRADESH,Sengar,
021-TANDI,TANDI,32.55,76.98333333,HIMACHAL PRADESH,Bhaga,
058-MDBURLA,Padampur,21.01583333,83.10305556,ODISHA,Ong,
025MAHGAND,Kheda,22.74583333,72.68027778,GUJARAT,Watrak,
01-11-01-006,B.P.GHAT,24.87555556,92.58333333,ASSAM,Barak,
GYH70J7,GARHAKOTA,23.83333333,79.16666667,MADHYA PRADESH,Sonar River,
DWRIS-13,Ranipool,27.27897222,88.59422222,SIKKIM,Pache K,
063-MBDNEW,Bakalighat,26.05388889,93.18111111,ASSAM,,
006-UBDDIB,Tezu,27.91083333,96.17055556,ARUNACHAL PRADESH,Lohit/ Tellu,
022-MGD2LKN,Rampur,28.786843,78.986678,UTTAR PRADESH,Kosi,
048-HGDDDN,HARIDWAR U/S,29.9675,78.17638889,UTTARAKHAND,Ganga,
019-lgdhyd,Sangam,17.6,80.81666667,TELANGANA,Kinnarasani,
024-MGD4PTN,Baltara,25.66666667,86.5,BIHAR,Kosi,
018-ukdpune,Kokangaon,17.2864,75.63716667,KARNATAKA,Bor River,
48-lgdhyd,Upper Kolab Dam (State Govt),19.32388889,83.00055556,ODISHA,Golagar Nadi,
0043-CDBNG,HOMMARAGALLI,12.11444444,76.46333333,KARNATAKA,,
027-cdbng,BANTWAL,12.88083333,75.04111111,KARNATAKA,Netravati,
007-ERDBWN,Muri,23.36666667,85.87527778,WEST BENGAL,Subarnarekha,
017-LGD3BEH,KUTHIBARI,23.23222222,88.70861111,WEST BENGAL,Ichamati N,
024-UBDDIB,Numaligarh,26.63118056,93.73041944,ASSAM,Dhansiri,
007-HYDCHENNAI,Tadipatri,14.25,78,ANDHRA PRADESH,Jilledubanda Eru,
NBO-1-028-1229,Tenduni at Maheshwar,22.97916667,78.32083333,MADHYA PRADESH,Tendoni Nadi,
009-MDBURLA,Sankara,21.28888611,82.651425,CHHATTISGARH,Jonk,
056-MGD3VNS,Satna (Panna-Khajuraho Bridge),24.56213889,80.90745556,MADHYA PRADESH,Tons,
039-Mgd2lkn,Kasganj,27.78735,78.62743611,UTTAR PRADESH,Kali Nadi,
002-neid2,Tuichawng,22.92583333,92.52166667,MIZORAM,Tuichawng,
005neid1,Kulichera,24.49083333,92.80444444,ASSAM,Ralori,
044-HDCHENNAI,DEPURU,14.61916667,79.56111111,ANDHRA PRADESH,Boggeru,
051-mgd2lkn,Anupshahar,28.35798889,78.27108056,UTTAR PRADESH,Ganga,
006-SIDGTK,Kali Khola (Dam Site),27.15555556,88.08888889,WEST BENGAL,Rangit,
028-HYDCHENNAI,Nandalur,14.25472222,79.11638889,ANDHRA PRADESH,Cheyyeru,
012-lgdhyd,Tumnar,19.00833333,81.23888889,CHHATTISGARH,Dantewara,
012-cdbng,KUDIGE,12.5025,75.96111111,KARNATAKA,Cauvery,
060-MGD4PTN,Chintawanpur,26.56,85.05558333,BIHAR,Burhi Gandak,
059-TDSURAT,CHANDAPUR(UCHHAL),21.47722222,74.19555556,GUJARAT,Patal Ganga,
059-TDSURAT,CHANDAPUR(UCHHAL),21.47722222,74.19555556,GUJARAT,Patal Ganga,
009-GD3BEH,CHAPRA,23.50805556,88.54361111,WEST BENGAL,Jalangi,
001-wgdngp,Keolari,22.38055556,79.9,MADHYA PRADESH,Wainganga River,
012-mgd4ptn,Sonbarsa,26.41666667,85.5,BIHAR,Lakhandai,
043-MGD4PTN,Bachhwara,25.57472222,85.88361111,BIHAR,Baya,
047-UYDDEL,Palwal/Rahimpur,28.09194444,77.48194444,HARYANA,,
005-LBDJPG,Dhubri,26.01666667,89.99027778,ASSAM,Gadadhar R,
008-MGD5PTN,Sahibganj,25.24083333,87.66333333,JHARKHAND,Ganga,
032-LGDHYD,Atreyapuram,16.815,81.81666667,ANDHRA PRADESH,Gautami Godavari,
023-UBDDIB,Bokajan,26.01611111,93.78722222,ASSAM,Dhansiri,
037-LKDHYD,Kurnool Town,15.82805556,78.03722222,ANDHRA PRADESH,Vakkara Vagu,
044-CDJAPR,Kota City,25.19611111,75.84305556,RAJASTHAN,Chambal,
030-HDCHENNAI,Gomukhi Dam,11.8,78.81666667,TAMILNADU,Gomukhi,
037-UYDDEL,Kheri,30.78,77.29777778,HIMACHAL PRADESH,,
019-SWRDKOCHI,PATTAZHY,9.072777778,76.76111111,KERALA,Kallada,
017-WGDNGP,Bamni (Balharsha),19.81472222,79.37944444,MAHARASHTRA,Wardha River,
010-lkdhyd,Tungabhadra Dam,15.5,76.55,KARNATAKA,Marali Halla,
034-mgd4PTN,Bishunpur,26.03283333,85.81506667,BIHAR,Karai,
033-UBDDIB,Kampur,26.15279444,92.65360833,ASSAM,Kopili,
049-CDBNG,LAKKAVALLI,13.70611111,75.645,KARNATAKA,Bhadra River,
023-CDJAPR,Palwa,23.15,75.4,MADHYA PRADESH,Chamla R,
002-mgd2lkn,Kachhlabridge,27.93267,78.86328,UTTAR PRADESH,Ganga,
038-UKDPUNE,Hidkal Dam,16.14305556,74.64270833,KARNATAKA,Ghatprabha River,
022-ukdpune,Nagothane,18.54444444,73.13472222,MAHARASHTRA,Amba,
018-SRDCBE,PARAMAKUDI,9.553333333,78.58638889,TAMILNADU,Vaigai,
028-MGD5PTN,Farakka(FF),24.83333333,87.9075,WEST BENGAL,Ganga,
014-LGD3BEH,KALNA (flow),23.22472222,88.37416667,WEST BENGAL,Hooghly,
003-UBDDIB,Yinkiang,28.64361111,95.01694444,ARUNACHAL PRADESH,Dihang/Siang,
032-ugdhyd,Pratappur,19.52222222,74.38416667,MAHARASHTRA,Pravara River,
01-11-01-008,Fulertal,24.78861111,93.01888889,ASSAM,Barak,
002-midshl,kharkhana,25.15833333,92.21444444,MEGHALAYA,Lubha,
049-MGD1LKN,Nichlaul (Thoothibari),27.41527778,83.69277778,UTTAR PRADESH,,
008-HGDDDN,Uttarkashi,30.72833333,78.44583333,UTTARAKHAND,Bhagirathi,
012-TDSURAT,YERLI,20.93638889,76.47416667,MAHARASHTRA,Purna,
ESTL219,Mohana(Betwa),25.7,79.3667,UTTAR PRADESH,Dhasan,
028ERDBWN,Sorada,19.75805556,84.45222222,ODISHA,Rushikulya,
NBO-2-001-1202,Narmada at Gorakhpur,22.77,81.45472222,MADHYA PRADESH,Narmada River,
01-11-01-002,MATIJURI,24.64805556,92.61138889,ASSAM,Dhaleswari,
007-MBDGHY,Suklai,26.63777778,91.71527778,ASSAM,Sukla / Suklai N,
004-LGD3BEH,FARAKKA(HR),24.80222222,87.92166667,WEST BENGAL,Bhagirathi,
002-ugdhyd,Gangapur Dam ( State Govt. ),20,74,MAHARASHTRA,Godavari River,
001-LYDAGRA,Agra(J.B.),27.26666667,78.03333333,UTTAR PRADESH,Yamuna,
036-MGD1LKN,Kukea,28.11694444,80.83361111,UTTAR PRADESH,Sharda / Chauka River,
040-MGD3VAR,MAU,26.94775,83.57595,UTTAR PRADESH,Chillua nala,
043-SRDCBE,PALLIPALAYAM/Erode,11.36055556,77.74611111,TAMILNADU,Cauvery,
015- MGD3VNS,SHAHJADPUR,25.66666667,81.41666667,UTTAR PRADESH,Ganga,
0033-cdbng,Kabini Dam,11.84166667,76.33805556,KARNATAKA,Jedi Halla,
001-neid2,Tuichang,23.03444444,92.96527778,MIZORAM,Trichang,
049-ERDBWN,BHUBAN BAJIROUT RD. BRIDGE,20.86111111,85.85972222,ODISHA,Brahmani,
002-MGD3VNS,PHAPHAMAU,25.48333333,81.75,UTTAR PRADESH,Ganga,
014-ERDBWN,Champua,22.06916667,85.67083333,ODISHA,Baitarani,
0024-srdcwc,Mettur Dam,11.8,77.8,TAMILNADU,Cauvery,
001-UYDDEL,Naugaon,30.78527778,78.13527778,UTTARAKHAND,Yamuna,
028-ddasl,Simulia,23.16666667,86.36666667,WEST BENGAL,Chaka N,
028-ddasl,Simulia,23.16666667,86.36666667,WEST BENGAL,Chaka N,
023-MGD5PTN,Indrapuri,24.91,84.20083333,BIHAR,Son,
35-MGD3VNS,SAIDPUR,25.53388889,83.22111111,UTTAR PRADESH,Ganga,
738C34B2,Rampur,31.44,77.62777778,HIMACHAL PRADESH,,
026-CDJAPR,Astha,23.03638889,76.73555556,MADHYA PRADESH,Parbati,
012-SRDCBE,ELUNUTHIMANGALAM,11.03166667,77.8875,TAMILNADU,Noyil,
021-SRDCBE,MURAPPANADU,8.714444444,77.835,TAMILNADU,Tambraparni,
002-SWRDKOCHI,PERUMANNU,11.98083333,75.57777778,KERALA,Valapattanam,
021-LKDHYD,Keesara,16.71472222,80.32027778,ANDHRA PRADESH,Muneru River,
018-SWRDKOCHI,MALAKKARA,9.3325,76.66305556,KERALA,Pamba,
001-SRDCBE,Avarankuppam,12.68416667,78.53944444,TAMILNADU,Palar,
026-SWRDKOCHI,POOKKAYAM,12.45818056,76.27636111,KERALA,,
058-MGD4PTN,Lakhoura,26.7205,84.97433333,BIHAR,Tiar Nadi,
DWRIS-10,Yaksum,27.36786111,88.20716667,SIKKIM,Rangit,
40,TARGAON,18.82222222,79.91666667,MAHARASHTRA,Godavari River,
037-SWRDKOCHI,ARUVIPURAM,8.42,77.0925,KERALA,,
48,Kabu basti (Kambang),18.32222222,80.46666667,TELANGANA,Godavari River,
46,Yazali,16.3546,79.6582,ANDHRA PRADESH,Naguleru,
50,Motipur,17.85,81.17777778,TELANGANA,Durmapadu  Vagu,
51,Jagibhakatgaon,17.67222222,81.17777778,TELANGANA,Chaparayl Vagu,
53,Balasamudram,17.57222222,81.25,TELANGANA,Godavari River,
030-ERDBWN,Madhabarida,19.85916667,84.62638889,ODISHA,Barha N,
034-ERDBWN,Gudari,19.34555556,83.77972222,ODISHA,Vamsadhara,
033-ERDBWN,Kutragada,19.61583333,83.55027778,ODISHA,Vamsadhara,
031-ERDBWN,Mahendragarh,19.22305556,84.26444444,ODISHA,Bada Jhara,
032-ERDBWN,Mohana,19.44333333,84.26416667,ODISHA,Harabhanga,
028ERDBWN,Sorada,19.75805556,84.45222222,ODISHA,Rushikulya,
052-mgd5ptn,Saksohra,25.5125,85.74555556,BIHAR,,
022-CHEJMU,MIYAR NALLAH,32.71666667,76.66666667,HIMACHAL PRADESH,Chenab,
020-chejmu,UDAIPUR,32.7,76.65,HIMACHAL PRADESH,Mur Gad,
019-chejmu,GHOUSHAL,32.53333333,76.93333333,HIMACHAL PRADESH,Nadgar Nal,
001-chejmu,Khanabal,33.74861111,75.12166667,JAMMU & KASHMIR,Jhelum,
003-jhelum,Nunwan,34.0075,75.30722222,JAMMU & KASHMIR,Hodasar Nar,
017-chejmu,AKHNOOR,32.89222222,74.73777778,JAMMU & KASHMIR,Chenab,
005-jhelum,Rammunshibagh (near Srinagar),34.06888889,74.84055556,JAMMU & KASHMIR,Jhelum,
002-jhelum,Sangam,33.84944444,75.0825,JAMMU & KASHMIR,Jhelum,
024chejmu,Premnagar,33.13333333,75.66666667,JAMMU & KASHMIR,Chigar,
035-ERDBWN,Gunupur,19.09222222,83.81277778,ODISHA,Vamsadhara,
021-TANDI,TANDI,32.55,76.98333333,HIMACHAL PRADESH,Bhaga,
021-CHEJMU,TANDI,32.55,76.98333333,HIMACHAL PRADESH,Bhaga,
005-SHDSIM,PANDOA,31.26666667,77.28333333,HIMACHAL PRADESH,Chainra Gad,
006-SHDSIM,BAROT,32.03861111,76.84166667,HIMACHAL PRADESH,Uhl,
002-SHDSIM(a),MOORANG,31.60566944,78.43576389,HIMACHAL PRADESH,Satluj,
002-SHDSIM,POWARI,31.53333333,78.28333333,HIMACHAL PRADESH,Satluj,
006-chejmu,Safapora,34.29555556,74.63027778,JAMMU & KASHMIR,Naz Nar,
061-LYDAGRA,LAMYARI,25.48222222,80.99583333,UTTAR PRADESH,,
003-SHDSIM,NATHPA,31.56416667,77.98,HIMACHAL PRADESH,Satluj,
003-hydchennai,Nandipalli,14.71527778,79.01777778,ANDHRA PRADESH,Sagileru,
004-SHDSIM,RAMPUR(Shimla),31.45,77.63333333,HIMACHAL PRADESH,Satluj,
015-chejmu,Jammu Tawi(Sidhra),32.72416667,74.87083333,JAMMU & KASHMIR,Tawi,
001-SHDSIM,TITANG,31.76694444,78.63638889,HIMACHAL PRADESH,Satluj,
020-SWRDKOCHI,THUMPAMON,9.225,76.71444444,KERALA,Achankovil Ar,
026--ukdpune,Ganjem,15.42083333,74.1,GOA,Khandepar,
013-SWRDKOCHI,KALAMPUR,9.99055556,76.63222222,KERALA,Kaliyarpuzha,
023-SWRDKOCHI,ASHRAMAM,8.15916667,77.45888889,TAMILNADU,Pazhayar,
006-SWRDKOCHI,KARATHODU,11.05694444,76.03944444,KERALA,Kadalundi,
025CDBNG,ADDOOR,12.92888889,74.95388889,KARNATAKA,Gurpur R,
004-hydchennai,Somasila  Dam,14.48944444,79.30527778,ANDHRA PRADESH,Pennar,
010-HYDCHENNAI,Kamalapuram,14.59277778,78.17583333,ANDHRA PRADESH,Mogamureru,
005-hydchennai,Nellore Anicut,14.47916667,80.01666667,ANDHRA PRADESH,Pennar,
023-ukdpune,Niivali,17.06666667,73.45,MAHARASHTRA,Bav,
007-HYDCHENNAI,Tadipatri,14.25,78,ANDHRA PRADESH,Jilledubanda Eru,
028-HYDCHENNAI,Nandalur,14.25472222,79.11638889,ANDHRA PRADESH,Cheyyeru,
022-ukdpune,Nagothane,18.54444444,73.13472222,MAHARASHTRA,Amba,
024-ukdpune,Pen,18.73333333,73.11666667,MAHARASHTRA,Bhogeshwari,
009-hydchennai,Singavaram,14.63333333,78.16666667,ANDHRA PRADESH,Mogamureru,
005-SWRDKOCHI,KUNIYIL,11.23944444,76.02333333,KERALA,Chaliyar,
025-TDSURAT,VARRAI,20.28416667,73,DADRA AND NAGAR HAV,Pipriya,
034-TDSURAT,MAHUWA,21.01444444,73.14027778,GUJARAT,Purna,
016-SWRDKOCHI,VANDIPERIYAR,9.57333333,77.09055556,KERALA,Periyar,
007-NEID2,Mat-I,23.17638889,92.82416667,MIZORAM,Mai,
010-NEID2,MAT SEKAWI,22.82944444,92.89,MIZORAM,Mai,
017-ukdpune,Mahad,18.07638889,73.41694444,MAHARASHTRA,Savtri,
026-TDSURAT,SOLACHAR,20.20888889,72.99055556,DADRA AND NAGAR HAV,Sakartond,
027-TDSURAT,OZERKHEDA,20.10027778,73.27111111,MAHARASHTRA,Wagh,
021-SWRDKOCHI,AYILAM,8.715,76.83333333,KERALA,Attingal Ar,
021-ukdpune,Mangaon,18.23361111,73.285,MAHARASHTRA,Kal,
035-TDSURAT,DURVESH,19.7125,72.93055556,MAHARASHTRA,Vaitarana,
015-ukdpune,Belne Bridge,16.21666667,73.58333333,MAHARASHTRA,Gad,
015-NEID2,MAT-2,23.28083333,92.77416667,MIZORAM,Mai,
017-SWRDKOCHI,KALLOOPPARA,9.43694444,76.65027778,KERALA,Manimala Ar,
008-SWRDKOCHI,KUMBIDI,10.85444444,76.02,KERALA,Pulantod,
044-MGD1LKN,Tanda,26.55111111,82.65666667,UTTAR PRADESH,,
002-SWRDKOCHI,PERUMANNU,11.98083333,75.57777778,KERALA,Valapattanam,
018-SWRDKOCHI,MALAKKARA,9.3325,76.66305556,KERALA,Pamba,
003neid1,Bailley Bridge Tuipui,23.22666667,93.09777778,MIZORAM,Ziva Lui,
013-MDSIL,Belonia,23.25055556,91.4625,TRIPURA,Muhury,
030-MBDGHY,Harangajao,25.10972222,92.85416667,ASSAM,Dalaima R,
012-NEID2,HRUITEZAWL,22.25055556,92.83222222,MIZORAM,Mengpui Lui,
022-NEID2,PANGKHUAH,22.78527778,93.085,MIZORAM,Boinu,
004-MIDSHL,Keitum,23.22444444,92.93333333,MIZORAM,Trichang,
01-10-23-001,MYNTANGTIWEIH,25.57797222,92.55725,MEGHALAYA,Kopili,
020-NEID2,TERABONIA,23.23777778,92.41194444,MIZORAM,Tuilianpui,
034-UBDDIB,Dharamtul,26.16621389,92.35544167,ASSAM,Kopili,
004-NEID2,TUIPUI D,22.90215833,92.93053056,MIZORAM,Boinu,
006-NEID2,Tlabung,22.89833333,92.47388889,MIZORAM,Karnaphuli,
032-UBDDIB,Kheronighat,25.84833333,92.88833333,ASSAM,Kopili,
024-UBDDIB,Numaligarh,26.63118056,93.73041944,ASSAM,Dhansiri,
023-UBDDIB,Bokajan,26.01611111,93.78722222,ASSAM,Dhansiri,
019-NEID2,TERABONIA,23.23777778,92.41194444,MIZORAM,Tuilianpui,
033-UBDDIB,Kampur,26.15279444,92.65360833,ASSAM,Kopili,
005-NEID2,MATESWARI,22.94027778,92.52555556,MIZORAM,Karnaphuli,
020-UBDDIB,Daporizo,27.98944444,94.22805556,ARUNACHAL PRADESH,Subansiri,
003-LBDJPG,PANBARI,26.59166667,90.83,ASSAM,Gara N,
004-LBDJPG,Manas N H Crossing,26.46416667,90.74888889,ASSAM,Aie,
01-10-20-001,THADRANG,25.67138889,92.15813889,MEGHALAYA,Wah Shella,
026-UBDDIB,Golaghat,26.50332778,93.95188333,ASSAM,Dhansiri,
003-MBDGHY,Matunga,26.77055556,91.55,ASSAM,Mutanga N,
025-UBDDIB,Gelabil,26.2375,93.98361111,ASSAM,Doyang River,
001-LBDJPG,Mathanguri,26.78194444,90.95722222,ASSAM,Manas,
017-UBDDIB,Bihubar,26.85583333,94.79944444,ASSAM,Dikhow,
002-LBDJPG,Beki Road bridge,26.49444444,90.91527778,ASSAM,Manas,
01-10-14-001,BYRNIHAT,26.04034722,91.86588056,MEGHALAYA,Umtru,
006-MBDGHY,Puthimari NH Rd Xing,26.3675,91.65194444,ASSAM,Puthimari N,
034-LBDJPG,BAHALPUR,26.31833333,90.46888889,ASSAM,Champamati,
005-MBDGHY,DRF,26.8,91.7,ASSAM,Puthimari N,
004-UBDDIB,Lemeking,28.37194444,93.56666667,ARUNACHAL PRADESH,Subansiri,
018-ubddib,Sivasagar,26.98194444,94.57916667,ASSAM,Dikhow,
007-MBDGHY,Suklai,26.63777778,91.71527778,ASSAM,Sukla / Suklai N,
015-UBDDIB,Desangpani,27.04722222,94.9125,ASSAM,Disang,
013-LBDjPG,KHANITAR,27.17777778,88.51333333,SIKKIM,Teesta,
021-LBDJPG,Gazoldoba,26.72972222,88.58222222,WEST BENGAL,Teesta,
012-ubddib,Naharkatia,27.30045833,95.33081389,ASSAM,Burhi Dihing,
008-SIDGTK,Sankalang,27.51225833,88.52885,SIKKIM,Teesta,
016-UBDDIB,Nanglamoraghat,26.98500556,94.77708056,ASSAM,Disang,
014-UBDDIB,Dillighat,27.14,95.37,ASSAM,Disang,
012-LBDJPG,Sankalan,27.50833333,88.525,SIKKIM,Teesta,
027-LBDJPG,Jaldhaka NH-31,26.56972222,88.93638889,WEST BENGAL,Jaldhaka,
026-LBDJPG,Nagrakata,26.87055556,88.89555556,WEST BENGAL,Jaldhaka,
001-SIDGTK,Tarum Chu,27.704725,88.57472222,SIKKIM,Teesta,
016-LBDJPG,SEVOKE,26.88,88.47277778,WEST BENGAL,Teesta,
014-LBDJPG,TEESTA BAZAR,27.05472222,88.42527778,WEST BENGAL,Teesta,
011-UBDDIB,Margherita,27.28361111,95.66277778,ASSAM,Burhi Dihing,
015-LBDJPG,CORONATION,26.90194444,88.47222222,WEST BENGAL,Teesta,
013-UBDDIB,Chenimari (Khowang),27.31143889,94.88262222,ASSAM,Burhi Dihing,
028-LBDJPG,Mathabhanga,26.32527778,89.23444444,WEST BENGAL,Jaldhaka,
006-LBDJPG,Barabisha,26.47472222,89.78638889,WEST BENGAL,Raidak,
030-LBDJPG,Ghugumari,26.28416667,89.46083333,WEST BENGAL,Torsa,
024-LBDJPG,Chepan,26.49222222,89.70083333,WEST BENGAL,Dhaula N,
019-LBDJPG,GHISH,26.87222222,88.61166667,WEST BENGAL,Gish N,
029-LBDJPG,Hasimara,26.72916667,89.32722222,WEST BENGAL,Torsa,
022-LBDJPG,DOMOHANI,26.56277778,88.76166667,WEST BENGAL,Teesta,
020-LBDJPG,NEORA,26.87916667,88.77333333,WEST BENGAL,Neora N,
017-LBDJPG,CHEL,26.8625,88.63611111,WEST BENGAL,Chel,
CW1WAR000040,RUI,19.52194444,77.62305556,MAHARASHTRA,,
018-LBDJPG,DIANA,26.86388889,89.00027778,WEST BENGAL,Daina R,
025-LBDJPG,Tufanganj,26.30861111,89.67444444,WEST BENGAL,Dhaula N,
010-LBDJPG,Singlabazar,27.13055556,88.27861111,SIKKIM,Rangit,
008-NEID2,Tuivawl,23.78,93.02277778,MIZORAM,Tuiwaul,
011-LBDJPG,Majitar,27.10722222,88.32222222,WEST BENGAL,Rangit,
003-SIDGTK,Rorathang,27.19514722,88.60826944,SIKKIM,Rangpo,
006-SIDGTK,Kali Khola (Dam Site),27.15555556,88.08888889,WEST BENGAL,Rangit,
009-LBDJPG,Rangpo,27.17166667,88.52972222,SIKKIM,Rangpo,
002-SIDGTK,Suntaley,27.20751389,88.63751944,SIKKIM,Ralong K,
032-LBDJPG,MURTI,26.84055556,88.82777778,WEST BENGAL,Murti,
027-UBDDIB,Seppa,27.35583333,93.04527778,ARUNACHAL PRADESH,Kameng,
002-ubddib,Tuting,28.99055556,94.895,ARUNACHAL PRADESH,Dihang/Siang,
007-LBDJPG,SANKOSH LRP,26.45777778,89.85805556,WEST BENGAL,Sankosh,
003NEID-3,Pangin,27.58166667,91.98111111,ARUNACHAL PRADESH,Towang,
004-SIDGTK,Lachung,27.69173333,88.74613056,SIKKIM,Lachung,
009-UBDDIB,Namsai,27.66611111,95.83027778,ARUNACHAL PRADESH,Neo Dihing,
001NEID3,China Bridge,27.61444444,92.00972222,ARUNACHAL PRADESH,Towang,
001-UBDDIB,Kibithu,28.25722222,97.02583333,ARUNACHAL PRADESH,Lohit/ Tellu,
026-MGD5PTN,Koelwar,25.5725,84.79583333,BIHAR,Son,
007NEID3,Jollang,27.11666667,93.63573333,ARUNACHAL PRADESH,Pare R,
006-UBDDIB,Tezu,27.91083333,96.17055556,ARUNACHAL PRADESH,Lohit/ Tellu,
008-LBDJPG,Golokganj,26.10722222,89.8225,ASSAM,Sankosh,
005-UBDDIB,Passighat,28.07305556,95.34027778,ARUNACHAL PRADESH,Dihang/Siang,
019-MDSIL,Patharkandi,24.57777778,92.31361111,ASSAM,,
007-UBDDIB,Dholabazar,27.75666667,95.60055556,ASSAM,Dhola N,
003-UBDDIB,Yinkiang,28.64361111,95.01694444,ARUNACHAL PRADESH,Dihang/Siang,
008-ubddib,Miao,27.48694444,96.20944444,ARUNACHAL PRADESH,Magaton R,
002Neid3,Muruga Bridge,27.61388889,92.02638889,ARUNACHAL PRADESH,Towang,
009NEID3,Yinkiong,28.66178889,95.01284167,ARUNACHAL PRADESH,Dihang/Siang,
019-UBDDIB,Neamatighat,26.87,94.25222222,ASSAM,Brahmaputra,
023-MBDGHY,Kailashahar,24.325,92.00833333,TRIPURA,Manu,
031-UBDDIB,Tezpur,26.61555556,92.79666667,ASSAM,Brahmaputra,
029-UBDDIB,Bhalukpong,27.01444444,92.64972222,ASSAM,Kameng,
010-UBDDIB,Dibrugarh,27.49888889,94.85583333,ASSAM,Brahmaputra,
005-mdsil,HAORA,23.82277778,91.27055556,TRIPURA,Gumti,
012-MDSIL,Sonamura,23.48333333,91.26666667,TRIPURA,Gumti,
014-MDSIL,KAILASHAHAR GDSQ SITE,24.32166667,92.01,TRIPURA,Manu,
025-MBDGHY,Pandu,26.16833333,91.67166667,ASSAM,Brahmaputra,
003-MDSIL,NUTANBAZAR GD SITE,23.42666667,91.7525,TRIPURA,Gumti,
022-MBDGHY,Manughat,23.99027778,91.99888889,TRIPURA,Manu,
001-MDSIL,KUMARGHAT GD SITE,24.20472222,92.02722222,TRIPURA,Manu,
019-MBDGHY,Amarpur,23.50972222,91.64166667,TRIPURA,Gumti,
